fields,supports,top100,top200,diff
cit2017 > 75794.50 AND pubTJP2016 <= 29.15,"['0.00', '0.01']",0.0,0.01,-0.01
cit2017 > 75794.50 AND pubTJP2018 <= 28.10,"['0.00', '0.01']",0.0,0.01,-0.01
cit2016 > 107650.00 AND pubTCP2017 <= 13.90,"['0.00', '0.01']",0.0,0.01,-0.01
cit2017 > 75794.50 AND pubTCP2018 <= 12.85,"['0.00', '0.01']",0.0,0.01,-0.01
cit2016 > 107650.00 AND pubTCP2018 <= 12.85,"['0.00', '0.01']",0.0,0.01,-0.01
cit2016 > 107650.00 AND acaCol2018 <= 2.20,"['0.00', '0.01']",0.0,0.01,-0.01
cit2017 > 75794.50 AND pubTJP2017 <= 30.15,"['0.00', '0.01']",0.0,0.01,-0.01
pubTJP2017 > 47.65 AND pubTJP2016 > 56.90,"['0.00', '0.01']",0.0,0.01,-0.01
cit2017 > 75794.50 AND acaCol2018 <= 2.20,"['0.00', '0.01']",0.0,0.01,-0.01
pubTJP2017 > 47.65 AND pubPA2016 > 1.56,"['0.00', '0.01']",0.0,0.01,-0.01
cit2016 > 107650.00 AND pubTJP2017 <= 30.15,"['0.00', '0.01']",0.0,0.01,-0.01
cit2016 > 107650.00 AND citPP2017 <= 6.40,"['0.00', '0.01']",0.0,0.01,-0.01
cit2017 > 75794.50 AND pubTCP2016 <= 13.65,"['0.00', '0.01']",0.0,0.01,-0.01
cit2017 > 75794.50 AND pubTJP2018 <= 28.10,"['0.00', '0.01']",0.0,0.01,-0.01
pub2017 > 7940.00 AND citPP2017 <= 6.90,"['0.00', '0.02']",0.0,0.02,-0.02
pub2018 > 8184.50 AND citPP2016 <= 10.30,"['0.00', '0.02']",0.0,0.02,-0.02
h5Index > 172.50 AND pub2018 <= 7036.50,"['0.00', '0.02']",0.0,0.02,-0.02
h5Index > 172.50 AND cit2016 <= 115133.00,"['0.00', '0.02']",0.0,0.02,-0.02
pub2018 > 8184.50 AND citPP2017 <= 6.90,"['0.00', '0.02']",0.0,0.02,-0.02
pub2018 > 8184.50 AND citPP2017 <= 6.90,"['0.00', '0.02']",0.0,0.02,-0.02
pub2018 > 8184.50 AND citPP2016 <= 10.30,"['0.00', '0.02']",0.0,0.02,-0.02
pub2016 > 7543.00 AND citPP2016 <= 10.30,"['0.00', '0.02']",0.0,0.02,-0.02
pub2017 > 7940.00 AND citPP2016 <= 10.30,"['0.00', '0.02']",0.0,0.02,-0.02
h5Index > 172.50 AND cit2016 <= 115133.00,"['0.00', '0.02']",0.0,0.02,-0.02
h5Index > 172.50 AND cit2016 <= 115133.00,"['0.00', '0.02']",0.0,0.02,-0.02
pub2017 > 7940.00 AND cit2016 <= 104057.50,"['0.00', '0.02']",0.0,0.02,-0.02
h5Index > 172.50 AND cit2017 <= 76797.50,"['0.00', '0.02']",0.0,0.02,-0.02
h5Index > 172.50 AND pub2016 <= 6489.00,"['0.00', '0.02']",0.0,0.02,-0.02
h5Index > 172.50 AND pub2017 <= 6742.50,"['0.00', '0.02']",0.0,0.02,-0.02
h5Index > 172.50 AND cit2016 <= 115133.00,"['0.00', '0.02']",0.0,0.02,-0.02
h5Index > 172.50 AND authors2016 <= 6347.50,"['0.01', '0.02']",0.01,0.02,-0.01
h5Index > 172.50 AND pub2017 <= 6742.50,"['0.00', '0.02']",0.0,0.02,-0.02
pub2017 > 7940.00 AND cit2016 <= 104057.50,"['0.00', '0.02']",0.0,0.02,-0.02
h5Index > 172.50 AND cit2016 <= 115133.00,"['0.00', '0.02']",0.0,0.02,-0.02
pub2018 > 8184.50 AND citPP2017 <= 6.90,"['0.00', '0.02']",0.0,0.02,-0.02
pub2017 > 7940.00 AND citPP2016 <= 10.30,"['0.00', '0.02']",0.0,0.02,-0.02
pub2017 > 7940.00 AND citPP2016 <= 10.30,"['0.00', '0.02']",0.0,0.02,-0.02
h5Index > 172.50 AND pub2017 <= 6742.50,"['0.00', '0.02']",0.0,0.02,-0.02
h5Index > 172.50 AND cit2018 <= 38284.00,"['0.00', '0.02']",0.0,0.02,-0.02
pubTJP2018 <= 38.70 AND pubPA2016 <= 0.71,"['0.04', '0.00']",0.04,0.0,0.04
cit2018 > 35720.00 AND pub2016 <= 7472.50,"['0.04', '0.03']",0.04,0.03,0.010000000000000002
cit2018 <= 35720.00 AND cit2016 > 108163.00,"['0.04', '0.00']",0.04,0.0,0.04
pubTJP2018 <= 38.70 AND pubPA2016 <= 0.71,"['0.04', '0.00']",0.04,0.0,0.04
cit2018 <= 35720.00 AND cit2016 > 108163.00,"['0.04', '0.00']",0.04,0.0,0.04
pubTJP2018 <= 38.70 AND pubPA2018 <= 0.71,"['0.04', '0.00']",0.04,0.0,0.04
cit2018 <= 35720.00 AND cit2016 > 108163.00,"['0.04', '0.00']",0.04,0.0,0.04
cit2018 > 35720.00 AND pub2016 <= 7472.50,"['0.04', '0.03']",0.04,0.03,0.010000000000000002
pubTJP2018 <= 38.70 AND cit2018 > 41869.00,"['0.05', '0.00']",0.05,0.0,0.05
pubTJP2017 > 47.65 AND pub2018 <= 3799.50,"['0.05', '0.03']",0.05,0.03,0.020000000000000004
pubTJP2017 > 47.65 AND pub2018 <= 3799.50,"['0.05', '0.03']",0.05,0.03,0.020000000000000004
pubTJP2017 > 47.65 AND pub2018 <= 3799.50,"['0.05', '0.03']",0.05,0.03,0.020000000000000004
pubTJP2017 > 47.65 AND pub2018 <= 3799.50,"['0.05', '0.03']",0.05,0.03,0.020000000000000004
pubTJP2017 > 47.65 AND pub2018 <= 3799.50,"['0.05', '0.03']",0.05,0.03,0.020000000000000004
pubTJP2017 > 47.65 AND pub2018 <= 3799.50,"['0.05', '0.03']",0.05,0.03,0.020000000000000004
pubTJP2017 > 47.65 AND pub2018 <= 3799.50,"['0.05', '0.03']",0.05,0.03,0.020000000000000004
cit2017 <= 75794.50 AND intCol2017 > 68.15,"['0.06', '0.01']",0.06,0.01,0.049999999999999996
pubTJP2017 > 47.65 AND pub2016 <= 4057.50,"['0.06', '0.03']",0.06,0.03,0.03
cit2017 <= 75794.50 AND intCol2017 > 68.15,"['0.06', '0.01']",0.06,0.01,0.049999999999999996
pubTJP2017 > 47.65 AND cit2018 <= 21686.00,"['0.06', '0.03']",0.06,0.03,0.03
pubTJP2017 > 47.65 AND cit2017 <= 46594.00,"['0.06', '0.03']",0.06,0.03,0.03
pubTJP2017 > 47.65 AND cit2018 <= 21686.00,"['0.06', '0.03']",0.06,0.03,0.03
cit2016 <= 107650.00 AND intCol2017 > 68.15,"['0.06', '0.01']",0.06,0.01,0.049999999999999996
pubTJP2017 > 47.65 AND h5Index <= 143.00,"['0.06', '0.03']",0.06,0.03,0.03
cit2018 > 35720.00 AND pubPA2016 <= 0.95,"['0.06', '0.04']",0.06,0.04,0.019999999999999997
cit2016 <= 107650.00 AND intCol2017 > 68.15,"['0.06', '0.01']",0.06,0.01,0.049999999999999996
pubTJP2017 > 47.65 AND cit2017 <= 46594.00,"['0.06', '0.03']",0.06,0.03,0.03
cit2018 > 35720.00 AND pubPA2016 <= 0.95,"['0.06', '0.04']",0.06,0.04,0.019999999999999997
fwCitImp2017 <= 2.05 AND intCol2018 > 67.70,"['0.06', '0.00']",0.06,0.0,0.06
cit2016 <= 107650.00 AND intCol2017 > 68.15,"['0.06', '0.01']",0.06,0.01,0.049999999999999996
cit2018 > 35720.00 AND pubPA2017 <= 0.96,"['0.06', '0.04']",0.06,0.04,0.019999999999999997
cit2018 > 35720.00 AND pubPA2017 <= 0.96,"['0.06', '0.04']",0.06,0.04,0.019999999999999997
cit2018 > 35720.00 AND pubPA2016 <= 0.95,"['0.06', '0.04']",0.06,0.04,0.019999999999999997
pubTJP2017 > 47.65 AND pub2017 <= 4067.50,"['0.06', '0.03']",0.06,0.03,0.03
cit2018 > 35720.00 AND pubPA2016 <= 0.95,"['0.06', '0.04']",0.06,0.04,0.019999999999999997
pubTJP2017 > 47.65 AND h5Index <= 143.00,"['0.06', '0.03']",0.06,0.03,0.03
pubTJP2017 > 47.65 AND cit2017 <= 46594.00,"['0.06', '0.03']",0.06,0.03,0.03
pubTJP2017 > 47.65 AND pub2017 <= 4067.50,"['0.06', '0.03']",0.06,0.03,0.03
pubTJP2017 > 47.65 AND h5Index <= 143.00,"['0.06', '0.03']",0.06,0.03,0.03
pubTJP2017 > 47.65 AND cit2017 <= 46594.00,"['0.06', '0.03']",0.06,0.03,0.03
cit2018 > 35720.00 AND pubPA2017 <= 0.96,"['0.06', '0.04']",0.06,0.04,0.019999999999999997
pubTJP2018 <= 38.70 AND cit2017 > 84248.00,"['0.06', '0.00']",0.06,0.0,0.06
cit2018 <= 35720.00 AND intCol2017 > 68.15,"['0.06', '0.01']",0.06,0.01,0.049999999999999996
pubTJP2017 > 47.65 AND pub2016 <= 4057.50,"['0.06', '0.03']",0.06,0.03,0.03
cit2018 > 35720.00 AND pubPA2017 <= 0.96,"['0.06', '0.04']",0.06,0.04,0.019999999999999997
cit2016 <= 107650.00 AND intCol2017 > 68.15,"['0.06', '0.01']",0.06,0.01,0.049999999999999996
cit2017 <= 75794.50 AND intCol2017 > 68.15,"['0.06', '0.01']",0.06,0.01,0.049999999999999996
cit2016 <= 107650.00 AND intCol2017 > 68.15,"['0.06', '0.01']",0.06,0.01,0.049999999999999996
cit2018 > 35720.00 AND pubPA2017 <= 0.96,"['0.06', '0.04']",0.06,0.04,0.019999999999999997
pubTJP2017 > 47.65 AND cit2016 <= 71490.00,"['0.06', '0.03']",0.06,0.03,0.03
pubTJP2017 > 47.65 AND pub2017 <= 4067.50,"['0.06', '0.03']",0.06,0.03,0.03
pubTJP2017 > 47.65 AND cit2018 <= 21686.00,"['0.06', '0.03']",0.06,0.03,0.03
cit2018 > 35720.00 AND pubPA2017 <= 0.96,"['0.06', '0.04']",0.06,0.04,0.019999999999999997
pubTJP2017 > 47.65 AND authors2018 <= 3984.50,"['0.07', '0.03']",0.07,0.03,0.04000000000000001
h5Index > 172.50 AND intCol2016 <= 35.55,"['0.07', '0.04']",0.07,0.04,0.030000000000000006
pubTJP2017 > 47.65 AND pubTJP2018 > 50.00,"['0.07', '0.03']",0.07,0.03,0.04000000000000001
pubTJP2017 > 47.65 AND authors2018 <= 3984.50,"['0.07', '0.03']",0.07,0.03,0.04000000000000001
h5Index > 172.50 AND intCol2016 <= 35.55,"['0.07', '0.04']",0.07,0.04,0.030000000000000006
h5Index > 172.50 AND intCol2018 <= 37.50,"['0.07', '0.04']",0.07,0.04,0.030000000000000006
h5Index > 172.50 AND intCol2016 <= 35.55,"['0.07', '0.04']",0.07,0.04,0.030000000000000006
h5Index > 172.50 AND intCol2018 <= 37.50,"['0.07', '0.04']",0.07,0.04,0.030000000000000006
h5Index > 172.50 AND intCol2017 <= 36.70,"['0.07', '0.04']",0.07,0.04,0.030000000000000006
h5Index > 172.50 AND intCol2017 <= 36.70,"['0.07', '0.04']",0.07,0.04,0.030000000000000006
pubTJP2017 > 47.65 AND pubTJP2018 > 50.00,"['0.07', '0.03']",0.07,0.03,0.04000000000000001
h5Index > 172.50 AND intCol2018 <= 37.50,"['0.07', '0.04']",0.07,0.04,0.030000000000000006
h5Index > 172.50 AND intCol2017 <= 36.70,"['0.07', '0.04']",0.07,0.04,0.030000000000000006
h5Index > 172.50 AND intCol2018 <= 37.50,"['0.07', '0.04']",0.07,0.04,0.030000000000000006
h5Index > 172.50 AND intCol2018 <= 37.50,"['0.07', '0.04']",0.07,0.04,0.030000000000000006
pubTJP2017 > 47.65 AND pubTJP2018 > 50.00,"['0.07', '0.03']",0.07,0.03,0.04000000000000001
h5Index > 172.50 AND intCol2018 <= 37.50,"['0.07', '0.04']",0.07,0.04,0.030000000000000006
h5Index > 172.50 AND intCol2016 <= 35.55,"['0.07', '0.04']",0.07,0.04,0.030000000000000006
h5Index > 172.50 AND intCol2016 <= 35.55,"['0.07', '0.04']",0.07,0.04,0.030000000000000006
h5Index > 172.50 AND intCol2017 <= 36.70,"['0.07', '0.04']",0.07,0.04,0.030000000000000006
h5Index > 172.50 AND intCol2017 <= 36.70,"['0.07', '0.04']",0.07,0.04,0.030000000000000006
cit2018 > 35720.00 AND pubPA2018 <= 0.98,"['0.07', '0.04']",0.07,0.04,0.030000000000000006
cit2018 > 35720.00 AND pubPA2018 <= 0.98,"['0.07', '0.04']",0.07,0.04,0.030000000000000006
cit2018 > 35720.00 AND pubPA2018 <= 0.98,"['0.07', '0.04']",0.07,0.04,0.030000000000000006
h5Index > 172.50 AND intCol2017 <= 36.70,"['0.07', '0.04']",0.07,0.04,0.030000000000000006
h5Index > 172.50 AND intCol2018 <= 37.50,"['0.07', '0.04']",0.07,0.04,0.030000000000000006
pub2017 <= 7940.00 AND intCol2018 > 67.70,"['0.08', '0.02']",0.08,0.02,0.06
cit2017 <= 75794.50 AND intCol2018 > 67.70,"['0.08', '0.02']",0.08,0.02,0.06
cit2018 <= 35720.00 AND intCol2016 > 66.15,"['0.08', '0.01']",0.08,0.01,0.07
cit2016 <= 107650.00 AND intCol2016 > 66.15,"['0.08', '0.01']",0.08,0.01,0.07
pub2018 <= 8184.50 AND intCol2018 > 67.70,"['0.08', '0.02']",0.08,0.02,0.06
cit2016 <= 107650.00 AND intCol2016 > 66.15,"['0.08', '0.01']",0.08,0.01,0.07
cit2017 <= 75794.50 AND intCol2018 > 67.70,"['0.08', '0.02']",0.08,0.02,0.06
pub2018 <= 8184.50 AND intCol2016 > 66.15,"['0.08', '0.01']",0.08,0.01,0.07
cit2018 <= 35720.00 AND intCol2016 > 66.15,"['0.08', '0.01']",0.08,0.01,0.07
cit2018 <= 35720.00 AND intCol2016 > 66.15,"['0.08', '0.01']",0.08,0.01,0.07
cit2016 <= 107650.00 AND intCol2016 > 66.15,"['0.08', '0.01']",0.08,0.01,0.07
pub2017 <= 7940.00 AND intCol2016 > 66.15,"['0.08', '0.01']",0.08,0.01,0.07
authors2017 <= 7050.50 AND intCol2016 > 66.15,"['0.08', '0.01']",0.08,0.01,0.07
cit2018 <= 35720.00 AND intCol2016 > 66.15,"['0.08', '0.01']",0.08,0.01,0.07
cit2017 <= 75794.50 AND intCol2016 > 66.15,"['0.08', '0.01']",0.08,0.01,0.07
cit2016 <= 107650.00 AND intCol2016 > 66.15,"['0.08', '0.01']",0.08,0.01,0.07
cit2018 <= 35720.00 AND intCol2018 > 67.70,"['0.08', '0.02']",0.08,0.02,0.06
cit2016 <= 107650.00 AND intCol2018 > 67.70,"['0.08', '0.02']",0.08,0.02,0.06
cit2016 <= 107650.00 AND intCol2016 > 66.15,"['0.08', '0.01']",0.08,0.01,0.07
cit2016 <= 107650.00 AND intCol2016 > 66.15,"['0.08', '0.01']",0.08,0.01,0.07
authors2016 <= 6535.50 AND intCol2016 > 66.15,"['0.08', '0.01']",0.08,0.01,0.07
pub2018 <= 8184.50 AND intCol2018 > 67.70,"['0.08', '0.02']",0.08,0.02,0.06
cit2017 <= 75794.50 AND intCol2016 > 66.15,"['0.08', '0.01']",0.08,0.01,0.07
pub2016 <= 7543.00 AND intCol2016 > 66.15,"['0.08', '0.01']",0.08,0.01,0.07
cit2016 <= 107650.00 AND intCol2016 > 66.15,"['0.08', '0.01']",0.08,0.01,0.07
cit2018 <= 35720.00 AND intCol2016 > 66.15,"['0.08', '0.01']",0.08,0.01,0.07
cit2018 <= 35720.00 AND intCol2016 > 66.15,"['0.08', '0.01']",0.08,0.01,0.07
cit2018 <= 35720.00 AND intCol2018 > 67.70,"['0.08', '0.02']",0.08,0.02,0.06
pub2017 <= 7940.00 AND intCol2016 > 66.15,"['0.08', '0.01']",0.08,0.01,0.07
authors2016 <= 6535.50 AND intCol2018 > 67.70,"['0.08', '0.02']",0.08,0.02,0.06
cit2016 <= 107650.00 AND intCol2016 > 66.15,"['0.08', '0.01']",0.08,0.01,0.07
cit2016 <= 107650.00 AND intCol2016 > 66.15,"['0.08', '0.01']",0.08,0.01,0.07
cit2017 <= 75794.50 AND intCol2016 > 66.15,"['0.08', '0.01']",0.08,0.01,0.07
authors2017 <= 7050.50 AND intCol2018 > 67.70,"['0.08', '0.02']",0.08,0.02,0.06
cit2016 <= 107650.00 AND intCol2016 > 66.15,"['0.08', '0.01']",0.08,0.01,0.07
authors2017 <= 7050.50 AND intCol2016 > 66.15,"['0.08', '0.01']",0.08,0.01,0.07
cit2016 <= 107650.00 AND intCol2016 > 66.15,"['0.08', '0.01']",0.08,0.01,0.07
cit2018 <= 35720.00 AND intCol2018 > 67.70,"['0.08', '0.02']",0.08,0.02,0.06
cit2018 <= 35720.00 AND intCol2016 > 66.15,"['0.08', '0.01']",0.08,0.01,0.07
cit2016 <= 107650.00 AND intCol2016 > 66.15,"['0.08', '0.01']",0.08,0.01,0.07
cit2018 <= 35720.00 AND intCol2018 > 67.70,"['0.08', '0.02']",0.08,0.02,0.06
pub2016 <= 7543.00 AND intCol2016 > 66.15,"['0.08', '0.01']",0.08,0.01,0.07
authors2017 <= 7050.50 AND intCol2018 > 67.70,"['0.08', '0.02']",0.08,0.02,0.06
cit2018 <= 35720.00 AND intCol2016 > 66.15,"['0.08', '0.01']",0.08,0.01,0.07
cit2017 <= 75794.50 AND intCol2016 > 66.15,"['0.08', '0.01']",0.08,0.01,0.07
cit2016 <= 107650.00 AND intCol2016 > 66.15,"['0.08', '0.01']",0.08,0.01,0.07
cit2018 <= 35720.00 AND intCol2018 > 67.70,"['0.08', '0.02']",0.08,0.02,0.06
cit2017 <= 75794.50 AND intCol2016 > 66.15,"['0.08', '0.01']",0.08,0.01,0.07
pub2017 <= 7940.00 AND intCol2016 > 66.15,"['0.08', '0.01']",0.08,0.01,0.07
cit2017 <= 75794.50 AND intCol2018 > 67.70,"['0.08', '0.02']",0.08,0.02,0.06
cit2016 <= 107650.00 AND intCol2016 > 66.15,"['0.08', '0.01']",0.08,0.01,0.07
cit2017 <= 75794.50 AND intCol2016 > 66.15,"['0.08', '0.01']",0.08,0.01,0.07
pub2018 <= 8184.50 AND intCol2016 > 66.15,"['0.08', '0.01']",0.08,0.01,0.07
cit2016 <= 107650.00 AND intCol2016 > 66.15,"['0.08', '0.01']",0.08,0.01,0.07
cit2017 <= 75794.50 AND intCol2016 > 66.15,"['0.08', '0.01']",0.08,0.01,0.07
cit2017 <= 75794.50 AND intCol2018 > 67.70,"['0.08', '0.02']",0.08,0.02,0.06
cit2016 <= 107650.00 AND intCol2016 > 66.15,"['0.08', '0.01']",0.08,0.01,0.07
cit2016 <= 107650.00 AND intCol2018 > 67.70,"['0.08', '0.02']",0.08,0.02,0.06
cit2018 <= 35720.00 AND intCol2016 > 66.15,"['0.08', '0.01']",0.08,0.01,0.07
cit2017 <= 75794.50 AND intCol2018 > 67.70,"['0.08', '0.02']",0.08,0.02,0.06
pub2018 <= 8184.50 AND intCol2016 > 66.15,"['0.08', '0.01']",0.08,0.01,0.07
cit2018 <= 35720.00 AND intCol2016 > 66.15,"['0.08', '0.01']",0.08,0.01,0.07
pub2017 <= 7940.00 AND intCol2016 > 66.15,"['0.08', '0.01']",0.08,0.01,0.07
cit2017 <= 75794.50 AND intCol2016 > 66.15,"['0.08', '0.01']",0.08,0.01,0.07
pub2016 <= 7543.00 AND intCol2016 > 66.15,"['0.08', '0.01']",0.08,0.01,0.07
authors2018 <= 6722.50 AND intCol2018 > 67.70,"['0.08', '0.02']",0.08,0.02,0.06
pub2017 <= 7940.00 AND intCol2016 > 66.15,"['0.08', '0.01']",0.08,0.01,0.07
cit2016 <= 107650.00 AND intCol2018 > 67.70,"['0.08', '0.02']",0.08,0.02,0.06
authors2018 <= 6722.50 AND intCol2016 > 66.15,"['0.08', '0.01']",0.08,0.01,0.07
citPA2016 <= 14.79 AND pubTJP2018 > 42.85,"['0.08', '0.00']",0.08,0.0,0.08
authors2017 <= 7050.50 AND intCol2016 > 66.15,"['0.08', '0.01']",0.08,0.01,0.07
cit2017 <= 75794.50 AND intCol2016 > 66.15,"['0.08', '0.01']",0.08,0.01,0.07
cit2017 <= 75794.50 AND intCol2016 > 66.15,"['0.08', '0.01']",0.08,0.01,0.07
authors2017 <= 7050.50 AND intCol2016 > 66.15,"['0.08', '0.01']",0.08,0.01,0.07
pub2016 <= 7543.00 AND intCol2016 > 66.15,"['0.08', '0.01']",0.08,0.01,0.07
pub2017 <= 7940.00 AND intCol2016 > 66.15,"['0.08', '0.01']",0.08,0.01,0.07
pub2018 <= 8184.50 AND intCol2016 > 66.15,"['0.08', '0.01']",0.08,0.01,0.07
cit2016 <= 107650.00 AND intCol2016 > 66.15,"['0.08', '0.01']",0.08,0.01,0.07
cit2016 <= 107650.00 AND intCol2018 > 67.70,"['0.08', '0.02']",0.08,0.02,0.06
pub2018 <= 8184.50 AND intCol2016 > 66.15,"['0.08', '0.01']",0.08,0.01,0.07
cit2016 <= 107650.00 AND intCol2016 > 66.15,"['0.08', '0.01']",0.08,0.01,0.07
cit2017 <= 75794.50 AND intCol2018 > 67.70,"['0.08', '0.02']",0.08,0.02,0.06
cit2016 <= 107650.00 AND intCol2016 > 66.15,"['0.08', '0.01']",0.08,0.01,0.07
cit2016 <= 107650.00 AND intCol2016 > 66.15,"['0.08', '0.01']",0.08,0.01,0.07
cit2018 <= 35720.00 AND intCol2016 > 66.15,"['0.08', '0.01']",0.08,0.01,0.07
authors2018 <= 6722.50 AND intCol2018 > 67.70,"['0.08', '0.02']",0.08,0.02,0.06
cit2018 <= 35720.00 AND intCol2016 > 66.15,"['0.08', '0.01']",0.08,0.01,0.07
pub2016 <= 7543.00 AND intCol2016 > 66.15,"['0.08', '0.01']",0.08,0.01,0.07
cit2018 <= 35720.00 AND intCol2016 > 66.15,"['0.08', '0.01']",0.08,0.01,0.07
cit2016 <= 107650.00 AND intCol2016 > 66.15,"['0.08', '0.01']",0.08,0.01,0.07
cit2017 <= 75794.50 AND intCol2018 > 67.70,"['0.08', '0.02']",0.08,0.02,0.06
cit2017 <= 75794.50 AND intCol2018 > 67.70,"['0.08', '0.02']",0.08,0.02,0.06
authors2017 <= 7050.50 AND intCol2018 > 67.70,"['0.08', '0.02']",0.08,0.02,0.06
cit2018 <= 35720.00 AND intCol2018 > 67.70,"['0.08', '0.02']",0.08,0.02,0.06
cit2016 <= 107650.00 AND intCol2016 > 66.15,"['0.08', '0.01']",0.08,0.01,0.07
cit2016 <= 107650.00 AND intCol2016 > 66.15,"['0.08', '0.01']",0.08,0.01,0.07
authors2018 <= 6722.50 AND intCol2018 > 67.70,"['0.08', '0.02']",0.08,0.02,0.06
authors2018 <= 6722.50 AND intCol2018 > 67.70,"['0.08', '0.02']",0.08,0.02,0.06
cit2017 <= 75794.50 AND intCol2016 > 66.15,"['0.08', '0.01']",0.08,0.01,0.07
authors2017 <= 7050.50 AND intCol2018 > 67.70,"['0.08', '0.02']",0.08,0.02,0.06
cit2017 <= 75794.50 AND intCol2016 > 66.15,"['0.08', '0.01']",0.08,0.01,0.07
pub2016 <= 7543.00 AND intCol2016 > 66.15,"['0.08', '0.01']",0.08,0.01,0.07
cit2016 <= 107650.00 AND intCol2016 > 66.15,"['0.08', '0.01']",0.08,0.01,0.07
cit2018 <= 35720.00 AND intCol2018 > 67.70,"['0.08', '0.02']",0.08,0.02,0.06
cit2016 <= 107650.00 AND intCol2016 > 66.15,"['0.08', '0.01']",0.08,0.01,0.07
cit2017 <= 75794.50 AND intCol2018 > 67.70,"['0.08', '0.02']",0.08,0.02,0.06
authors2016 <= 6535.50 AND intCol2016 > 66.15,"['0.08', '0.01']",0.08,0.01,0.07
cit2016 <= 107650.00 AND intCol2016 > 66.15,"['0.08', '0.01']",0.08,0.01,0.07
cit2017 <= 75794.50 AND intCol2016 > 66.15,"['0.08', '0.01']",0.08,0.01,0.07
cit2017 <= 75794.50 AND intCol2016 > 66.15,"['0.08', '0.01']",0.08,0.01,0.07
pub2017 <= 7940.00 AND intCol2016 > 66.15,"['0.08', '0.01']",0.08,0.01,0.07
pub2016 <= 7543.00 AND intCol2016 > 66.15,"['0.08', '0.01']",0.08,0.01,0.07
cit2016 <= 107650.00 AND intCol2016 > 66.15,"['0.08', '0.01']",0.08,0.01,0.07
pub2017 <= 7940.00 AND intCol2016 > 66.15,"['0.08', '0.01']",0.08,0.01,0.07
cit2018 <= 35720.00 AND intCol2016 > 66.15,"['0.08', '0.01']",0.08,0.01,0.07
pub2016 <= 7543.00 AND intCol2016 > 66.15,"['0.08', '0.01']",0.08,0.01,0.07
pub2016 <= 7543.00 AND intCol2016 > 66.15,"['0.08', '0.01']",0.08,0.01,0.07
cit2018 <= 35720.00 AND intCol2016 > 66.15,"['0.08', '0.01']",0.08,0.01,0.07
cit2018 <= 35720.00 AND intCol2018 > 67.70,"['0.08', '0.02']",0.08,0.02,0.06
cit2016 <= 107650.00 AND intCol2016 > 66.15,"['0.08', '0.01']",0.08,0.01,0.07
cit2018 <= 35720.00 AND intCol2016 > 66.15,"['0.08', '0.01']",0.08,0.01,0.07
cit2017 <= 75794.50 AND intCol2016 > 66.15,"['0.08', '0.01']",0.08,0.01,0.07
authors2018 <= 6722.50 AND intCol2016 > 66.15,"['0.08', '0.01']",0.08,0.01,0.07
pubTJP2018 <= 38.70 AND cit2016 > 105230.00,"['0.09', '0.01']",0.09,0.01,0.08
authors2017 > 7050.50 AND cit2016 <= 107115.50,"['0.05', '0.09']",0.05,0.09,-0.039999999999999994
cit2016 <= 107650.00 AND acaCol2017 > 8.35,"['0.09', '0.04']",0.09,0.04,0.049999999999999996
pubTJP2018 <= 38.70 AND cit2016 > 105230.00,"['0.09', '0.01']",0.09,0.01,0.08
authors2017 > 7050.50 AND cit2016 <= 107115.50,"['0.05', '0.09']",0.05,0.09,-0.039999999999999994
authors2017 > 7050.50 AND cit2016 <= 107115.50,"['0.05', '0.09']",0.05,0.09,-0.039999999999999994
citPA2016 <= 14.79 AND cit2018 > 36597.00,"['0.09', '0.02']",0.09,0.02,0.06999999999999999
pubTJP2018 <= 38.70 AND cit2016 > 105230.00,"['0.09', '0.01']",0.09,0.01,0.08
authors2017 > 7050.50 AND cit2016 <= 107115.50,"['0.05', '0.09']",0.05,0.09,-0.039999999999999994
cit2016 <= 107650.00 AND acaCol2017 > 8.35,"['0.09', '0.04']",0.09,0.04,0.049999999999999996
authors2017 > 7050.50 AND cit2016 <= 107115.50,"['0.05', '0.09']",0.05,0.09,-0.039999999999999994
cit2016 <= 107650.00 AND acaCol2017 > 8.35,"['0.09', '0.04']",0.09,0.04,0.049999999999999996
authors2017 > 7050.50 AND cit2016 <= 107115.50,"['0.05', '0.09']",0.05,0.09,-0.039999999999999994
pubTJP2018 <= 38.70 AND cit2016 > 105230.00,"['0.09', '0.01']",0.09,0.01,0.08
authors2017 > 7050.50 AND cit2016 <= 107115.50,"['0.05', '0.09']",0.05,0.09,-0.039999999999999994
pubTJP2018 <= 38.70 AND cit2016 > 105230.00,"['0.09', '0.01']",0.09,0.01,0.08
cit2016 <= 107650.00 AND acaCol2017 > 8.35,"['0.09', '0.04']",0.09,0.04,0.049999999999999996
authors2017 > 7050.50 AND cit2016 <= 107115.50,"['0.05', '0.09']",0.05,0.09,-0.039999999999999994
pubTCP2017 > 24.65 AND cit2017 <= 79764.00,"['0.09', '0.07']",0.09,0.07,0.01999999999999999
cit2016 <= 107650.00 AND acaCol2017 > 8.35,"['0.09', '0.04']",0.09,0.04,0.049999999999999996
pubTJP2017 > 50.45,"['0.09', '0.03']",0.09,0.03,0.06
pubTJP2017 > 50.45,"['0.09', '0.03']",0.09,0.03,0.06
authors2017 <= 7050.50 AND pubPA2017 > 1.33,"['0.10', '0.04']",0.1,0.04,0.060000000000000005
pub2018 <= 8184.50 AND pubPA2017 > 1.33,"['0.10', '0.04']",0.1,0.04,0.060000000000000005
